Level_4,Hypoxia_score
Neopl-Bulk,0.07660769732817518
Neopl-RNA-low,-0.06089134288955639
Neopl-CC-III,0.07557262958199734
Neopl-Bulk,0.08189325505089062
Neopl-Bulk,0.04254979569250572
Neopl-Bulk,0.04415086131256135
Neopl-Bulk,0.10633172486095305
Neopl-CC-II,0.006288071423974084
Neopl-Bulk,-0.029529728577494196
Neopl-Bulk,-0.011094985415645575
Neopl-Bulk,-0.05154802882127041
Neopl-Bulk,-0.015147723870911178
Neopl-CC-II,-0.012595237665370684
Neopl-OPC,0.010745775994359996
Neopl-CC-III,-0.0779060322833322
Neopl-Bulk,0.03741493874898377
Neopl-Bulk,-0.021733356877890186
Neopl-CC-I,0.040467484553471766
Neopl-CC-III,0.01629463058364805
Neopl-Bulk,0.04217607165615134
Neopl-RNA-low,-0.05983064548901376
Neopl-RNA-low,-0.04591875726835509
Neopl-CC-II,-0.1173404857724625
Neopl-CC-II,-0.0016810840981435482
Neopl-CC-I,-0.03804874170477951
Neopl-Bulk,0.020584214151366798
Neopl-COP,0.1409654801908497
Neopl-Bulk,-0.031123264514970883
Neopl-Bulk,0.11969737692500171
Neopl-Bulk,0.07761525247299511
Neopl-Bulk,0.06031664770098344
Neopl-RNA-low,0.03388885572129702
Neopl-OPC,-0.021220897457826682
Neopl-CC-I,-0.07956344709677932
Neopl-RNA-low,-0.008941115111593595
Neopl-Bulk,0.019340969746433956
Neopl-OPC,-0.02293887871301431
Neopl-RNA-low,-0.014872943216377499
Neopl-Bulk,-0.0478623072218784
